"CDSID","ortholog","AssociatedFunction"
"LDHU3_04.1370","LmjF.04.1110","proton motive ATPase putative"
"LDHU3_04.1380","LmjF.04.1120","hypothetical protein conserved"
"LDHU3_04.1390","LmjF.04.1130","cytochrome c oxidase assembly factor putative"
"LDHU3_04.1400","LmjF.04.1140","hypothetical protein conserved"
"LDHU3_04.1410","LmjF.04.1150","hypothetical protein conserved"
"LDHU3_04.1420","LmjF.04.1160","fructose-16-bisphosphatase"
"LDHU3_04.1430","LmjF.1165","hypothetical protein"
"LDHU3_04.1440","LmjF.04.1170","RNA-binding protein putative"
"LDHU3_04.1450","LmjF.04.1180","hypothetical protein conserved"
"LDHU3_04.1460","LmjF.04.1190","tRNA nucleotidyltransferase putative"
"LDHU3_04.1470","LmjF.04.1200","Leucine Rich repeat putative"
"LDHU3_04.1500","LmjF.04.1210","casein kinase I putative"
"LDHU3_04.1510","LmjF.04.1220","hypothetical protein conserved"
"LDHU3_04.1520","LmjF.04.1230","actin"
"LDHU3_05.0040","LmjF.05.0010","hypothetical protein conserved"
"LDHU3_05.0050","LmjF.05.0020","hypothetical protein conserved"
"LDHU3_05.0060","LmjF.05.0030","ras-like small GTPases putative"
"LDHU3_05.0070","LmjF.05.0040","paraflagellar rod component par4 putative"
"LDHU3_05.0080","LmjF.05.0050","hypothetical protein conserved"
"LDHU3_05.0090","LmjF.05.0060","major vault protein putative"
"LDHU3_05.0100","LmjF.05.0070","dynein light chain putative"
"LDHU3_05.0110","LmjF.05.0080","Rrp15p putative"
"LDHU3_05.0120","LmjF.05.0090","Nudix hydrolase 2 putative"
"LDHU3_05.0130","LmjF.05.0100","phosphoprotein phosphatase putative"
"LDHU3_05.0140","LmjF.05.0110","hypothetical protein conserved"
"LDHU3_05.0150","LmjF.05.0120","hypothetical protein conserved"
"LDHU3_05.0160","LmjF.05.0130","protein kinase putative"
"LDHU3_05.0180","LmjF.05.0140","nucleolar RNA helicase II putative"
"LDHU3_05.0190","LmjF.05.0150","Leucine Rich repeat/Leucine rich repeat/Leucine Rich Repeat putative"
"LDHU3_05.0200","LmjF.05.0160","hypothetical protein conserved"
"LDHU3_05.0210","LmjF.05.0170","hypothetical protein conserved"
"LDHU3_05.0220","LmjF.05.0180","dihydrolipoamide branched chain transacylase putative"
"LDHU3_05.0230","LmjF.05.0190","Fip1 motif/Zinc finger C-x8-C-x5-C-x3-H type (and similar) putative"
"LDHU3_05.0240","LmjF.05.0200","Ferrous iron transport protein B/50S ribosome-binding GTPase putative"
"LDHU3_05.0250","LmjF.05.0210","hypothetical protein conserved"
"LDHU3_05.0260","LmjF.05.0220","dual specificity phosphatase-like protein"
"LDHU3_05.0270","LmjF.05.0230","hydrogenase putative"
"LDHU3_05.0280","LmjF.05.0240","viscerotropic leishmaniasis antigen putative"
"LDHU3_05.0290","LmjF.05.0250","hypothetical protein conserved"
"LDHU3_05.0300","LmjF.05.0260","Ankyrin repeat putative"
"LDHU3_05.0320","LmjF.05.0270","hypothetical protein conserved"
"LDHU3_05.0330","LmjF.05.0280","protein tyrosine phosphatase putative"
"LDHU3_05.0340","LmjF.05.0285","ARP2/3 complex 16kDa subunit putative"
"LDHU3_05.0350","LmjF.05.0290","phosphate carrier protein mitochondrial precursor-like protein"
"LDHU3_05.0360","LmjF.05.0300","hypothetical protein conserved"
"LDHU3_05.0370","LmjF.05.0310","monothiol glutaredoxin putative"
"LDHU3_05.0380","LmjF.05.0330","DNA replication licensing factor MCM8 putative"
"LDHU3_05.0390","LmjF.05.0340","hypothetical protein conserved"
"LDHU3_05.0400","LmjF.05.0350","trypanothione reductase"
"LDHU3_05.0410","LmjF.05.0360","ATP-dependent RNA helicase putative"
"LDHU3_05.0420","LmjF.05.0370","hypothetical protein conserved"
"LDHU3_05.0430","LmjF.05.0380","microtubule-associated protein putative"
"LDHU3_05.0450","LmjF.05.0390","protein kinase putative"
"LDHU3_05.0460","LmjF.05.0400","structural maintenance of chromosome (SMC) putative"
"LDHU3_05.0470","LmjF.05.0410","Tetratricopeptide repeat/TPR repeat putative"
"LDHU3_05.0480","LmjF.05.0420","dynein-light chain-protein putative"
"LDHU3_05.0500","LmjF.05.0430","hypothetical protein conserved"
"LDHU3_05.0510","LmjF.05.0440","hypothetical protein conserved"
"LDHU3_05.0520","LmjF.05.0450","hypothetical protein conserved"
"LDHU3_05.0530","LmjF.05.0460","GTPase putative"
"LDHU3_05.0540","LmjF.05.0470","hypothetical protein conserved"
"LDHU3_05.0550","LmjF.05.0480","monocarboxylate transporter-like protein"
"LDHU3_05.0560","LmjF.05.0490","hypothetical protein conserved"
"LDHU3_05.0570","LmjF.05.0500","ATP synthase F1 alpha subunit putative"
"LDHU3_05.0580","LmjF.05.0510","ATP synthase F1 alpha subunit putative"
"LDHU3_05.0590","LmjF.05.0500, LmjF.05.0510","ATP synthase F1 alpha subunit putative"
"LDHU3_05.0600","LmjF.05.0520","nuclear receptor binding factor-like protein"
"LDHU3_05.0610","LmjF.05.0530","kinetoplast-associated protein-like protein"
"LDHU3_05.0620","LmjF.05.0540","LSM domain containing protein putative"
"LDHU3_05.0630","LmjF.05.0550","cdc2-related kinase putative"
"LDHU3_05.0640","LmjF.05.0560","hypothetical protein conserved"
"LDHU3_05.0650","LmjF.05.0570","hypothetical protein conserved"
"LDHU3_05.0660","LmjF.05.0580","hypothetical protein conserved"
"LDHU3_05.0670","LmjF.05.0590","ATP-dependent RNA helicase putative"
"LDHU3_05.0680","LmjF.05.0600","COG4 transport protein putative"
"LDHU3_05.0690","LmjF.05.0610","Surp module putative"
"LDHU3_05.0700","LmjF.05.0620","hypothetical protein conserved"
"LDHU3_05.0710","LmjF.05.0630","kinesin putative"
"LDHU3_05.0720","LmjF.05.0640","Ankyrin repeats (many copies)/Ankyrin repeats (3 copies)/Ankyrin repeat putative"
"LDHU3_05.0730","LmjF.05.0650","hypothetical protein conserved"
"LDHU3_05.0740","LmjF.05.0660","nitroreductase-like protein"
"LDHU3_05.0750","LmjF.05.0670","hypothetical protein conserved"
"LDHU3_05.0760","LmjF.05.0680","sre-2/carboxylate carrier-like protein"
"LDHU3_05.0770","LmjF.05.0690","Sperm-tail PG-rich repeat putative"
"LDHU3_05.0790","LmjF.05.0700","hypothetical protein conserved"
"LDHU3_05.0800","LmjF.05.0710","CYC2-like cyclin putative"
"LDHU3_05.0810","LmjF.05.0720","phophatase-like protein"
"LDHU3_05.0820","LmjF.05.0730","hypothetical protein conserved"
"LDHU3_05.0830","LmjF.05.0740","Vta1 like putative"
"LDHU3_05.0840","LmjF.05.0750","Flavodoxin/Radical SAM superfamily/Wyosine base formation putative"
"LDHU3_05.0850","LmjF.05.0760","kinesin-like protein"
"LDHU3_05.0860","LmjF.05.0770","hypothetical protein conserved"
"LDHU3_05.0870","LmjF.05.0780","hypothetical protein conserved"
"LDHU3_05.0880","LmjF.05.0790","Mitochondrial glycoprotein putative"
"LDHU3_05.0890","LmjF.05.0800","MYND zinc finger (ZnF) domain-like protein"
"LDHU3_05.0900","LmjF.05.0810","Got1/Sft2-like family putative"
"LDHU3_05.0910","LmjF.05.0820","hypothetical protein conserved"
"LDHU3_05.0920","LmjF.05.0830","methylthioadenosine phosphorylase putative"
"LDHU3_05.0930","LmjF.05.0840","hypothetical protein conserved"
"LDHU3_05.0940","LmjF.05.0850","zinc-finger of a C2HC-type putative"
"LDHU3_05.0950","LmjF.05.0860","hypothetical protein conserved"
"LDHU3_05.0960","LmjF.05.0870","hypothetical protein conserved"
"LDHU3_05.0970","LmjF.05.0880","hypothetical protein conserved"
"LDHU3_05.0980","LmjF.05.0890","CPSF A subunit region containing protein putative"
"LDHU3_05.0990","LmjF.05.0900","surface antigen-like protein"
"LDHU3_05.1000","LmjF.05.0910","hypothetical protein conserved"
"LDHU3_05.1010","LmjF.05.0920","paraflagellar rod protein putative"
"LDHU3_05.1020","LmjF.05.0930","ubiquitin-conjugating enzyme E2 putative"
"LDHU3_05.1030","LmjF.05.0940","hypothetical protein conserved"
"LDHU3_05.1050","LmjF.05.0950","glutaminyl cyclase putative"
"LDHU3_05.1060","LmjF.05.0960","metallo-peptidase Clan M- Family M49"
"LDHU3_05.1080","LmjF.05.0970","3-mercaptopyruvate sulfurtransferase"
"LDHU3_05.1100","LmjF.05.0980","NADH-ubiquinone oxidoreductase mitochondrial putative"
"LDHU3_05.1110","LmjF.05.0990","hypothetical protein conserved"
"LDHU3_05.1120","LmjF.05.1000","hypothetical protein conserved"
"LDHU3_05.1130","LmjF.05.1010","methyltransferase-like protein"
"LDHU3_05.1140","LmjF.05.1020","hypothetical protein conserved"
"LDHU3_05.1150","LmjF.05.1030","hypothetical protein conserved"
"LDHU3_05.1160","LmjF.05.1040","stomatin-like protein"
"LDHU3_05.1180","LmjF.05.1060","ATPase putative"
"LDHU3_05.1190","LmjF.05.1070","Legume-like lectin family putative"
"LDHU3_05.1200","LmjF.05.1080","Phosphatidylinositol 4-phosphate 5-kinase putative"
"LDHU3_05.1220","LmjF.05.1090","double-strand-break repair protein rad21 homolog putative"
"LDHU3_05.1230","LmjF.05.1100","Nodulation protein S (NodS)/Methyltransferase domain containing protein putative"
"LDHU3_05.1240","LmjF.05.1110","hypothetical protein conserved"
"LDHU3_05.1260","LmjF.05.1120","hypothetical protein conserved"
"LDHU3_05.1280","LmjF.05.1130","hypothetical protein conserved"
"LDHU3_05.1290","LmjF.05.1140","V-type proton ATPase subunit D putative"
"LDHU3_05.1300","LmjF.05.1160","hypothetical protein"
"LDHU3_05.1310","-","hypothetical protein"
"LDHU3_05.1320","LmjF.05.1170","fatty acid elongase putative"
"LDHU3_05.1330","LmjF.05.1180","hypothetical protein conserved"
"LDHU3_05.1340","LmjF.05.1190","hypothetical protein conserved"
"LDHU3_05.1350","LmjF.05.1200","prefoldin subunit putative"
"LDHU3_05.1360","LmjF.05.1210","protein phosphatase type 1 regulator-like protein"
"LDHU3_05.1390","LmjF.05.1215","surface antigen-like protein"
"LDHU3_05.1410","LmjF.05.1220","adenylate cyclase regulatory protein-like protein"
"LDHU3_06.0020","LmjF.06.0010","histone H4"
"LDHU3_06.0030","LmjF.06.0020","hypothetical protein conserved"
"LDHU3_06.0050","LmjF.06.0030","WD domain G-beta repeat putative"
"LDHU3_06.0060","LmjF.06.0040","39S mitochondrial ribosomal protein L46 putative"
"LDHU3_06.0080","LmjF.06.0050","pumilio/PUF RNA binding protein 5 putative"
"LDHU3_06.0090","LmjF.06.0060","hypothetical protein conserved"
"LDHU3_06.0100","LmjF.06.0070","hypothetical protein conserved"
"LDHU3_06.0110","LmjF.06.0080","ATP-binding cassette protein subfamily G member 1 putative"
"LDHU3_06.0120","LmjF.06.0090","ATP-binding cassette protein subfamily G member 1 putative"
"LDHU3_06.0140","LmjF.06.0100","ATP-binding cassette protein subfamily G member 1 putative"
"LDHU3_06.0150","LmjF.06.0110","hypothetical protein conserved"
"LDHU3_06.0160","LmjF.06.0120","cyclophilin 2"
"LDHU3_06.0170","LmjF.06.0130","Domain of unknown function (DUF1768) putative"
"LDHU3_06.0180","LmjF.06.0140","20S proteasome beta 6 subunit putative"
"LDHU3_06.0190","LmjF.06.0150","hypothetical protein conserved"
"LDHU3_06.0200","LmjF.06.0160","HD domain containing protein putative"
"LDHU3_06.0210","LmjF.06.0170","Trm112p-like protein putative"
"LDHU3_06.0220","LmjF.06.0180","kinesin-like protein"
"LDHU3_06.0230","LmjF.06.0190","hypothetical protein conserved"
"LDHU3_06.0240","LmjF.06.0200","hypothetical protein conserved"
"LDHU3_06.0250","-","hypothetical protein"
"LDHU3_06.0270","LmjF.06.0210","FHA domain containing protein putative"
"LDHU3_06.0280","LmjF.06.0220","hypothetical protein conserved"
"LDHU3_06.0290","LmjF.06.0230","hypothetical protein conserved"
"LDHU3_06.0300","LmjF.06.0240","hypothetical protein conserved"
"LDHU3_06.0310","LmjF.06.0250","hypothetical protein conserved"
"LDHU3_06.0320","LmjF.06.0260","'5''-3'' exoribonuclease A'"
"LDHU3_06.0330","LmjF.06.0270","hypothetical protein conserved"
"LDHU3_06.0340","LmjF.06.0280","hypothetical protein conserved"
"LDHU3_06.0360","LmjF.06.0290","ribonuclease H1 putative"
"LDHU3_06.0370","LmjF.06.0300","MYND finger domain-like protein"
"LDHU3_06.0380","LmjF.06.0310","pteridine transporter (truncated) putative"
"LDHU3_06.0390","LmjF.06.0320","hypothetical protein conserved"
"LDHU3_06.0400","LmjF.06.0330","hypothetical protein conserved"
"LDHU3_06.0410","LmjF.06.0340","serine peptidase clan SC family S9A-like protein"
"LDHU3_06.0420","LmjF.06.0350","NAD(P)-dependent steroid dehydrogenase protein putative"
"LDHU3_06.0430","LmjF.06.0360","hypothetical protein conserved"
"LDHU3_06.0460","LmjF.06.0370","glutamine synthetase putative"
"LDHU3_06.0470","LmjF.06.0380","Zinc finger C-x8-C-x5-C-x3-H type (and similar) putative"
"LDHU3_06.0490","LmjF.06.0390","hypothetical protein conserved"
"LDHU3_06.0500","LmjF.06.0400","Fructose-bisphosphate aldolase class-I putative"
"LDHU3_06.0510","LmjF.06.0410","60S ribosomal protein L19 putative"
"LDHU3_06.0520","LmjF.06.0412","hypothetical protein conserved"
"LDHU3_06.0530","LmjF.06.0415","Ribosomal protein L19e putative"
"LDHU3_06.0540","LmjF.06.0420","hypothetical protein conserved"
"LDHU3_06.0550","LmjF.06.0430","hypothetical protein conserved"
"LDHU3_06.0560","LmjF.06.0440","hypothetical protein conserved"
"LDHU3_06.0570","LmjF.06.0450","hypothetical protein conserved"
"LDHU3_06.0580","LmjF.06.0460","ATP-NAD kinase-like protein"
"LDHU3_06.0590","LmjF.06.0470","Condensin complex subunit 2 putative"
"LDHU3_06.0600","LmjF.06.0480","hypothetical protein conserved"
"LDHU3_06.0610","LmjF.06.0490","hypothetical protein conserved"
"LDHU3_06.0620","LmjF.06.0500","SpoU rRNA Methylase family putative"
"LDHU3_06.0630","LmjF.06.0510","U-box domain containing protein putative"
"LDHU3_06.0640","LmjF.06.0520","hypothetical protein conserved"
"LDHU3_06.0650","LmjF.06.0530","hypothetical protein conserved"
"LDHU3_06.0660","LmjF.06.0540","hypothetical protein conserved"
"LDHU3_06.0670","LmjF.06.0550","hypothetical protein conserved"
"LDHU3_06.0680","LmjF.06.0560","deoxyuridine triphosphatase putative"
"LDHU3_06.0690","LmjF.06.0570","60S ribosomal protein L23a putative"
"LDHU3_06.0700","LmjF.06.0580","60S ribosomal protein L23a putative"
"LDHU3_06.0710","LmjF.06.0590","hypothetical protein conserved"
"LDHU3_06.0720","LmjF.06.0600","hypothetical protein conserved"
"LDHU3_06.0730","LmjF.06.0610","carbonic anhydrase family protein putative"
"LDHU3_06.0750","LmjF.06.0620","Putative Phosphatase/Protein of unknown function DUF89 putative"
"LDHU3_06.0760","LmjF.06.0630","hypothetical protein conserved"
"LDHU3_06.0770","LmjF.06.0640","protein kinase putative"
"LDHU3_06.0780","LmjF.06.0650","lanosterol synthase putative"
"LDHU3_06.0800","LmjF.06.0660","hypothetical protein conserved"
"LDHU3_06.0810","LmjF.06.0670","hypothetical protein conserved"
"LDHU3_06.0820","LmjF.06.0680","hypothetical protein conserved"
"LDHU3_06.0830","LmjF.06.0685","hypothetical protein conserved"
"LDHU3_06.0840","LmjF.06.0690","hypothetical protein conserved"
"LDHU3_06.0850","LmjF.06.0700","C2 domain/Ankyrin repeats (3 copies)/Ankyrin repeat putative"
"LDHU3_06.0860","LmjF.06.0710","hypothetical protein conserved"
"LDHU3_06.0880","LmjF.06.0720","YEATS family putative"
"LDHU3_06.0890","LmjF.06.0730","serine-threonine dehydratase putative"
"LDHU3_06.0900","LmjF.06.0740","hypothetical protein conserved"
"LDHU3_06.0910","LmjF.06.0750","Haemolysin-III related putative"
"LDHU3_06.0920","LmjF.06.0760","hypothetical protein conserved"
"LDHU3_06.0930","LmjF.06.0770","RNA-binding protein-like protein"
"LDHU3_06.0940","LmjF.06.0780","hypothetical protein conserved"
"LDHU3_06.0950","LmjF.06.0790","hypothetical protein conserved"
"LDHU3_06.0960","LmjF.06.0800","hypothetical protein conserved"
"LDHU3_06.0970","LmjF.06.0810","hypothetical protein conserved"
"LDHU3_06.0980","LmjF.06.0820","Qb-SNARE protein putative"
"LDHU3_06.1000","LmjF.06.0830","lipin putative"
"LDHU3_06.1010","LmjF.06.0840","hypothetical protein conserved"
"LDHU3_06.1020","LmjF.06.0850","hypothetical protein conserved"
"LDHU3_06.1030","LmjF.06.0860","dihydrofolate reductase-thymidylate synthase"
"LDHU3_06.1040","LmjF.06.0870","arginine N-methyltransferase type III putative"
"LDHU3_06.1050","LmjF.06.0880","acyl-coenzyme a dehydrogenase putative"
"LDHU3_06.1060","LmjF.06.0890","hypothetical protein conserved"
"LDHU3_06.1070","LmjF.06.0900","Protein phosphatase 2C putative"
"LDHU3_06.1080","LmjF.06.0910","Peptidyl-tRNA hydrolase PTH2 putative"
"LDHU3_06.1090","LmjF.06.0920","hypothetical protein conserved"
"LDHU3_06.1100","LmjF.06.0930","24-dienoyl-coa reductase-like protein"
"LDHU3_06.1110","LmjF.06.0940","TLD putative"
"LDHU3_06.1120","LmjF.06.0950","glucosamine-fructose-6-phosphate aminotransferase putative"
"LDHU3_06.1130","LmjF.06.0960","cell cycle associated protein MOB1 putative"
"LDHU3_06.1140","LmjF.06.0970","Domain of unknown function (DUF3883) putative"
"LDHU3_06.1150","LmjF.06.0980","Leucine rich repeat/Leucine Rich Repeat putative"
"LDHU3_06.1160","LmjF.06.0990","WD domain G-beta repeat putative"
"LDHU3_06.1170","LmjF.06.0995","hypothetical protein conserved"
"LDHU3_06.1180","LmjF.06.1000","MYND finger/SET domain containing protein putative"
"LDHU3_06.1190","LmjF.06.1010","hypothetical protein conserved"
"LDHU3_06.1200","LmjF.06.1020","G-patch domain/DExH-box splicing factor binding site putative"
"LDHU3_06.1210","LmjF.06.1030","kinesin putative"
"LDHU3_06.1220","LmjF.06.1040","hypothetical protein conserved"
"LDHU3_06.1230","LmjF.06.1050","protein disulfide isomerase"
"LDHU3_06.1250","LmjF.06.1060","2OG-Fe(II) oxygenase superfamily putative"
"LDHU3_06.1260","LmjF.06.1070","deoxyribose-phosphate aldolase putative"
"LDHU3_06.1270","LmjF.06.1080","Staphylococcal nuclease homologue putative"
"LDHU3_06.1280","LmjF.06.1090","hypothetical protein conserved"
"LDHU3_06.1290","LmjF.06.1100","hypothetical protein conserved"
"LDHU3_06.1300","LmjF.06.1110","hypothetical protein conserved"
"LDHU3_06.1310","LmjF.06.1120","hypothetical protein conserved"
"LDHU3_06.1320","LmjF.06.1130","WD domain G-beta repeat putative"
"LDHU3_06.1330","LmjF.06.1140","hypothetical protein conserved"
"LDHU3_06.1340","LmjF.06.1150","Domain of unknown function (DUF4379) putative"
"LDHU3_06.1350","LmjF.06.1160","hypothetical protein conserved"
"LDHU3_06.1360","LmjF.06.1170","nuclear transport factor 2 protein putative"
"LDHU3_06.1380","LmjF.06.1190","Thioredoxin putative"
"LDHU3_06.1390","-","hypothetical protein"
"LDHU3_06.1400","LmjF.06.1200","hypothetical protein conserved"
"LDHU3_06.1410","LmjF.06.1210","hypothetical protein conserved"
"LDHU3_06.1420","LmjF.06.1220","hypothetical protein conserved"
"LDHU3_06.1430","LmjF.06.1230","Protein of unknown function (DUF1637) putative"
"LDHU3_06.1440","LmjF.06.1240","FAD binding domain containing protein putative"
"LDHU3_06.1450","LmjF.06.1245","Transcription factor e(y)2 putative"
"LDHU3_06.1460","LmjF.06.1250","hypothetical protein conserved"
"LDHU3_06.1470","-","hypothetical protein"
"LDHU3_06.1480","LmjF.06.1260","pteridine transporter (truncated) putative"
"LDHU3_06.1490","LmjF.06.1270","coproporphyrinogen III oxidase"
"LDHU3_06.1500","LmjF.06.1280","protoporphyrinogen oxidase-like protein"
"LDHU3_06.1510","LmjF.06.1290","Cytochrome b5-like Heme/Steroid binding domain containing protein putative"
"LDHU3_06.1540","LmjF.06.1300","CLN3 protein putative"
"LDHU3_07.0020","LmjF.07.0010","Ubiquitin-like modifier-activating enzyme ATG7 putative"
"LDHU3_07.0050","LmjF.07.0020","Isy1-like splicing family putative"
"LDHU3_07.0060","LmjF.07.0025","histone-lysine N-methyltransferase putative"
"LDHU3_07.0070","LmjF.07.0030","Peptidase dimerisation domain containing protein putative"
"LDHU3_07.0080","LmjF.07.0040","hypothetical protein conserved"
"LDHU3_07.0090","LmjF.07.0050","alpha-adaptin-like protein"
"LDHU3_07.0100","LmjF.07.0060","cytochrome c1 heme protein mitochondrial putative"
"LDHU3_07.0110","LmjF.07.0070","hypothetical protein conserved"
"LDHU3_07.0120","LmjF.07.0080","Golgi/lysosome glycoprotein 1 putative"
